refid,unittitle,unitdate,container_type,container_label,extent,extent_desc,note_title,note_text,persname_1,persname_2,persname_3,persname_4
ref1126,4.24.02,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/119/castellano.ken.2002.thesis.doc.PDF,Ken Castellano,,,
ref1127,The Chicks: A Night Out,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/120/catselli.stavrini.1999.thesis.PDF,Stavrini Catselli,,,
ref1128,Systems of Behavior,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/121/cha.raymond.2001.thesis.doc.PDF,Raymond Cha,,,
ref1129,MICROPAYMENT SYSTEMS,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/122/cha.sang.2005.thesis.doc.PDF,Sang Cha,,,
ref1130,A Virtual Experience in the Informative 3D System '721 Broadway 4th Floor',2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/123/chae.min.2005.thesis.doc.PDF,Min Chae,,,
ref1131,All About ME,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/124/chaitantipongse.cattleya.2001.thesis.doc.PDF,Cattleya Chaitantipongse,,,
ref1132,Fiasco: A Hybrid Game,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/125/chang.michele.2003.thesis.doc.PDF,Michele Chang,,,
ref1133,a.maze,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/126/chang.sharon.1998.thesis.doc.PDF,Sharon Chang,,,
ref1134,Death of X,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/127/chang.yookyung.2000.thesis.doc.PDF,Yoo Kyung Chang,,,
ref1135,RhythmFlow,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/128/channell.karl.2007.thesis.doc.PDF,Karl Channell,,,
ref1136,VIDEOTEX: ELECTRONIC MARKETING IN THE 1980s,1984,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/129/charity.lillian.1984.thesis.doc.PDF,Lillian Charity,,,
ref1137,Didjilution Radio,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/130/cheevers.paul.1994.thesis.doc.PDF,Paul Cheevers,,,
ref1138,eLISA,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/131/chen.chienpin.2002.thesis.doc.PDF,Chien-pin Chen,,,
ref1139,TeleQuarium,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/132/chen.diane.2007.thesis.doc.PDF,Diane Chen,,,
ref1140,Adventure architecture,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/133/cheng.chiahao.2004.thesis.doc.PDF,Chia hao Cheng,,,
ref1141,Adventure architecture,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/134/cheng.peichen.2004.thesis.doc.PDF,Chia hao Cheng,,,
ref1142,Discovering Chinese Opera,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/135/cheng.wen-chi.1991.thesis.doc.PDF,Wen-Chi Cheng,,,
ref1143,Industrial Games,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/136/chenillo.samuel.2004.thesis.doc.PDF,Samuel Chenillo,,,
ref1144,Sidewalks,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/137/cherian.michelle.2003.thesis.doc.PDF,Michelle Cherian,,,
ref1145,"
Interactive Program for The Museum of Shadow Puppets",1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/138/chiang.i-chen.1992.thesis.doc.PDF,I-Chen Chiang,,,
ref1146,Personal Trainer Website,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/139/chin.david.1999.thesis.doc.PDF,David Chin,,,
ref1147,CacheMe: Technology for a Migrating Website,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/140/chitturi.vena.2004.thesis.doc.PDF,Vena Chitturi,,,
ref1148,StoryCatcher,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/141/chiu.yuchen.2006.thesis.doc.PDF,Yu-Chen Chiu,,,
ref1149,The Sun Rings,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/142/cho.hyemi.2002.thesis.doc.PDF,Hyemi Cho,,,
ref1150,LightPlay,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/143/choe.jonghoon.2005.thesis.doc.PDF,Jonghoon Choe,,,
ref1151,BL T Media: Better Learning Through Media,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/144/choi.edward.2003.thesis.doc.PDF,Edward Choi,,,
ref1152,A SURVEY OF INTERACTIVE TELECOMMUNICATION PROGRAM STUDENTS,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/145/choi.joonho.1991.thesis.doc.PDF,Joonho Choi,,,
ref1153,Customized Video Display: Woman in Perfect Makeup,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/146/chou.fayi.2004.thesis.doc.PDF,Fayi Chou,,,
ref1154,Animation Portfolio,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/147/chow.sheldon.2000.thesis.doc.PDF,Sheldon Ho-Ming Chow,,,
ref1155,Two Criteria in Voice Compression,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/148/chow.yi.1986.thesis.doc.PDF,Yi Chow,,,
ref1156,LINGOlingo - An Exploration into Custom Lingo Behaviours,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/149/chua.edrick.2000.thesis.doc.PDF,Edrick Chua,,,
ref1157,Holler!,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/150/chung.geraldine.2004.thesis.doc.PDF,Geraldine Chung,,,
ref1158,MediSphere: A Biorhythm Sound Installation,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/151/chung.jimmy.2003.thesis.doc.PDF,Jimmy Chung,,,
ref1159,Choon-Hyang Jun,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/152/chung.suehyun.1999.thesis.doc.PDF,Suehyun Chung,,,
ref1160,iMed: your healing channel,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/153/cianfaglione.ron.2002.thesis.doc.PDF,Ron Cianfaglione,,,
ref1161,"Imp1ementing the Rural Area Network: The Bloomsburg, Pennsylvania Experience",1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/154/ciesla.edward.1992.thesis.doc.PDF,Edward Ciesla,,,
ref1162,Interactions Online,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/155/citta.joe.1992.thesis.doc.PDF,Joe Citta,,,
ref1163,Whose Choice?,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/156/clark.anne.2005.thesis.doc.PDF,Anne Clark,,,
ref1164,Presentation for The Arrow Company,1990,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/157/clarke.catherine.1990.thesis.doc.PDF,Catherine Clarke,,,
ref1165,8th Avenue Yenta,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/158/clifton.gregg.1998.thesis.doc.PDF,Gregg Clifton,,,
ref1166,FATTITUDES: An Interactive Documentary on Attitudes Toward Weight,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/159/cobetto.lissa.1989.thesis.doc.PDF,Lissa Cobetto,,,
ref1167,Minnie's Meise,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/160/cohen.lisa.2002.thesis.doc.PDF,Lisa Cohen,,,
ref1168,Down the Rabbit Hole,1990,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/161/cohen.wendy.1990.thesis.doc.PDF,Wendy Cohen,,,
ref1169,TELECONFERENCING: A USER PERCEPTION ORIENTATION,1983,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/162/coiner.patricia.1983.thesis.doc.PDF,Patricia Coiner,,,
ref1170,Those Who are about to be Forgiven have not yet been Born,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/163/coles.britt.1999.thesis.PDF,Britt Coles,,,
ref1171,Web Site Optimization,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/164/collins.caroline.1996.thesis.doc.PDF,Caroline Collins,,,
ref1172,The Glass Bead Game,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/165/combs.james.1989.thesis.doc.PDF,James Combs,,,
ref1173,REFLECTIONS/PERCEPTIONS: AN ONLINE HAVEN FOR WOMEN WITH EATING DISORDERS,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/166/conenna.isabella.2001.thesis.doc.PDF,Isabella Conenna,,,
ref1174,VIDEO TELECONFERENCING AT MIDTOWN BANK: A CASE STUDY,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/167/congdon.david.1988.thesis.doc.PDF,David Congdon,,,
ref1175,Spanish Classes on the World Wide Web,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/168/conkright.eva.1998.thesis.doc.PDF,Eva Conkright,,,
ref1176,The Autonomous Music Player,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/169/connell.courtney.2002.thesis.doc.PDF,Courtney Connell,,,
ref1177,Live Remote Internet Broadcast - 1997,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/170/connor.mike.1997.thesis.doc.PDF,Mike Connor,,,
ref1178,2mph,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/171/conrad.emily.2005.thesis.doc.PDF,Emily Conrad,,,
ref1179,AN ANALYSIS OF THE DALLAS CABLE TELEVISION FRANCHISE,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/172/conrad.linda.1985.thesis.doc.PDF,Linda Conrad,,,
ref1180,BENEATH THE SURFACE,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/173/copeland.katherine.2004.thesis.doc.PDF,Katherine Copeland,,,
ref1181,Modul-O-Tron,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/174/coutau.wendy.2007.thesis.doc.PDF,Wendy Coutau,,,
ref1182,Persephone: a play for multi-media,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/175/cowen.minda.1999.thesis.doc.PDF,Unknown Cowen,,,
ref1183,Persephone: a play for multi-media,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/176/cowen.minda.1999.thesis.PDF,Unknown Cowen,,,
ref1184,Interpretive Trail Guide,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/177/cown.wendy.2003.thesis.doc.PDF,Wendy Cown,,,
ref1185,A CASE STUDY IN THE PRODUCTION OF AN INTERACTIVE VIDEODISC,1984,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/178/craig.andrew.1984.thesis.doc.PDF,Andrew Craig,,,
ref1186,dodgeball.com,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/179/crowley.dennis.2004.thesis.doc.PDF,Dennis Crowley,,,
ref1187,PRIVATE NETWORK: A TELECOMMUNICATIONS MANAGER'S GUIDE TO LOCAL LOOP BYPASS,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/180/cuccaro.louis.1988.thesis.doc.PDF,Louis Cuccaro,,,
ref1188,Telecommunications and the Capital Markets: The Concept of Money as Information,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/181/cucinelli.robert.1987.thesis.doc.PDF,Robert Cucinelli,,,
ref1189,Clinton Street Portrait Web Project,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/182/culkin.jody.2002.thesis.doc.PDF,Jody Culkin,,,
ref1190,My Costa Rican Experience,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/183/culliford.matthew.2005.thesis.doc.PDF,Matthew Culliford,,,
ref1191,Layered Worlds: PolySensory Data Design,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/184/cummings.daniel.1996.thesis.doc.PDF,Daniel Cummings,,,
ref1192,A Very Jellytank Thesis,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/185/cummins.drew.2006.thesis.doc.PDF,Drew Cummins,,,
ref1193,Introducing WORKSHOP; A Proposal for an Interactive Broadband Service Featuring Self-Improvement Programming,1983,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/186/curran.peter.1983.thesis.doc.PDF,Peter Curran,,,
ref1194,Pantopic,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/187/curry.ian.2005.thesis.doc.PDF,Ian Curry,,,
ref1195,I am From Home,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/188/czar.kyra.1998.thesis.PDF,Kyra Czar,,,
ref1196,Mastermind Cubed,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/189/damood.azarakhsh.2001.thesis.doc.PDF,Azarakhsh  Damood,,,
ref1197,WWW Shrine,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/190/dandrea.richard.1997.thesis.doc.PDF,Richard Dandrea,,,
ref1198,Gospel Spectrum,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/191/dang.anh.2005.thesis.doc.PDF,Anh Dang,,,
ref1199,Decentralizing the Informational Infrastructure: a case study in a consumer products company,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/192/daniels.richard.1988.thesis.PDF,Richard Daniels,,,
ref1200,"The Boy, the Bee, and the Grapefruit Tree",2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/193/danitz.brian.2000.thesis.PDF,Brian  Danitz,,,
ref1201,Prototype Design Process vs. Patent Application Process: a case study,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/194/dar.hila.1999.thesis.doc.PDF,Hila  Dar,,,
ref1202,New York Telephone Interactive Product Guide,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/195/darden.andre.1992.thesis.doc.PDF,Andre Darden,,,
ref1203,American Videotex R.I.P.,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/196/davies.michael.1991.thesis.doc.PDF,Michael  Davies,,,
ref1204,People of the Book: a proposal,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/197/davis.christopher.1991.thesis.doc.PDF,Michael Davis,,,
ref1205,Untitled,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/198/davis.jack.1999.thesis.doc.PDF,Jack Davis,,,
ref1206,People of the Book: a proposal,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/199/davis.michael.1991.thesis.doc.PDF,Michael Davis,,,
